epoch,train_loss
1,0.08584948308998719
2,0.06363261555088684
3,0.054295430260632806
4,0.046802044506572806
5,0.04173942282795906
6,0.0374224410043098
7,0.033712202071910724
8,0.031143242784310132
9,0.028143155490397476
10,0.026441136714614306
11,0.024254652909197223
12,0.02269996531928579
13,0.021404209750471637
14,0.020184412744129077
15,0.018899431684985757
16,0.017298216075384214
17,0.015973428225455184
18,0.015059746258581677
19,0.01384773700798784
20,0.012969799237907864
